"","SubPathID","SubPathway","Size","Gene","Centralscore","Pvalue","FDR"
"171","04066_1","HIF-1 signaling pathway","57","CDKN1A,CDKN1B,EGLN2,EGLN3,CREBBP,EDN1,EGF,ENO1,ENO2,ENO3,EP300,EPO,ALDOA,FLT1,GAPDH,ANGPT1,ANGPT2,HIF1A,HK1,HK2,HK3,HMOX1,IFNGR1,IFNGR2,IL6R,ENO4,LDHA,ARNT,LTBR,NFKB1,NOS2,NOS3,NPPA,SERPINE1,ANGPT4,PDK1,PFKFB3,PFKL,PGK1,EGLN1,PRKCA,PRKCB,PRKCG,BCL2,RELA,SLC2A1,STAT3,ELOC,ELOB,TEK,TF,TFRC,TIMP1,TLR4,VEGFA,VHL,HKDC1,RBX1",0.0015,0,0
"172","04066_3","HIF-1 signaling pathway","24","AKT3,EGF,EGFR,EIF4EBP1,ERBB2,AKT1,AKT2,MTOR,MKNK2,IGF1,IGF1R,INS,INSR,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,MAPK1,MAPK3,MAP2K1,MAP2K2,PIK3R3,MKNK1",0.0015,0,0
"173","04066_10","HIF-1 signaling pathway","24","AKT3,EGLN2,EGLN3,EIF4EBP1,AKT1,AKT2,MTOR,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCG1,PLCG2,EGLN1,PRKCA,PRKCB,PRKCG,MAPK1,MAPK3,RPS6,RPS6KB1,RPS6KB2,PIK3R3",0.0015,0,0
"174","04068_6","FoxO signaling pathway","47","FOXO6,BCL2L11,CDKN1A,CDKN1B,CDKN2B,CDKN2D,KLF2,PLK4,PLK2,GADD45G,GABARAP,GABARAPL2,FBXO32,PLK3,GADD45A,S1PR1,FOXO1,FOXO3,GABARAPL1,G6PC,FBXO25,FASLG,IL7R,FOXO4,GADD45B,ATM,PCK1,PCK2,PLK1,G6PC2,RAG1,RAG2,RBL2,CCND1,BCL6,BNIP3,SOD2,CAT,CCNB3,S1PR4,TNFSF10,CCNB1,CCND2,CCNG2,CCNB2,ATG12,G6PC3",0.0015,0,0
"175","04068_7","FoxO signaling pathway","44","AKT3,FOXO6,SGK2,CDK2,CHUK,MAPK14,CSNK1E,AKT1,AKT2,FOXO1,FOXO3,SGK3,PRMT1,IKBKB,FOXO4,PRKAG2,PDPK1,NLK,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PRKAG3,PRKAA1,PRKAA2,PRKAB1,PRKAB2,PRKAG1,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,PTEN,MAPK12,SGK1,STAT3,STK4,STK11,SETD7,PIK3R3",0.0015,0,0
"176","04068_8","FoxO signaling pathway","27","AKT3,FOXO6,SGK2,CHUK,AGAP2,AKT1,AKT2,FOXO1,FOXO3,SGK3,IKBKB,IRS1,FOXO4,PDPK1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PTEN,SGK1,IRS4,PIK3R3,IRS2,HOMER3,HOMER2,HOMER1",0.0015,0,0
"177","04070_1","Phosphatidylinositol signaling system","78","CDS1,CDIPT,PLCD3,DGKK,DGKA,DGKB,DGKG,DGKH,DGKQ,PIKFYVE,INPP5F,SACM1L,PLCB1,PIP5K1C,IPMK,INPP5J,IMPA1,IMPA2,INPP1,INPP4A,INPP5A,INPP5B,INPP5D,INPPL1,ITPKA,ITPKB,MTM1,OCRL,PLCE1,INPP5K,PIK3C2A,PIK3C2B,PIK3C2G,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PI4KA,PI4KB,PIP4K2A,PLCB2,PLCB3,PLCB4,PLCD1,PLCG1,PLCG2,IMPAD1,PI4K2B,PI4K2A,PIP4P2,MTMR8,INPP5E,PTEN,MTMR14,PIP4K2C,ITPKC,PIP5K1A,PIP5K1B,PIP4K2B,PLCD4,PIK3R3,DGKZ,DGKE,DGKD,CDS2,MTMR1,INPP4B,SYNJ1,SYNJ2,MTMR3,MTMR2,PLCZ1,PIP4P1,MTMR6,MTMR7,MTMR4,DGKI",0.0015,0,0
"178","04071_4","Sphingolipid signaling pathway","32","GNA13,S1PR1,S1PR3,PLCB1,GNA12,GNAI1,GNAI2,GNAI3,GNAQ,HRAS,KRAS,NRAS,PDPK1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCB2,PLCB3,PLCB4,S1PR5,PRKCA,PRKCB,PRKCG,RAC1,RAC2,RAC3,RAF1,PIK3R3,S1PR4,S1PR2",0.0015,0,0
"179","04071_8","Sphingolipid signaling pathway","12","GNA13,S1PR3,GNA12,RHOA,NFKB1,S1PR5,PTEN,RELA,ROCK1,S1PR4,S1PR2,ROCK2",0.0015,0,0
"180","04071_12","Sphingolipid signaling pathway","33","AKT3,MAPK14,CTSD,AKT1,AKT2,PPP2R3B,MAP3K5,PPP2R3C,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R2A,PPP2R2B,PPP2R2C,PPP2R3A,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PPP2R2D,PRKCZ,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,BAX,BCL2,MAPK12,BID,TP53",0.0015,0,0
"181","04071_14","Sphingolipid signaling pathway","14","ADORA1,ADORA3,PLCB1,GNAI1,GNAI2,GNAI3,OPRD1,PLCB2,PLCB3,PLCB4,PRKCE,SPHK2,BDKRB2,SPHK1",0.0015,0,0
"182","04071_16","Sphingolipid signaling pathway","7","SPHK2,TNF,TNFRSF1A,TRAF2,NSMAF,TRADD,SPHK1",0.0015,0,0
"183","04071_17","Sphingolipid signaling pathway","18","PLCB1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCB2,PLCB3,PLCB4,PLD1,PLD2,PRKCE,MAPK1,MAPK3,SPHK2,TRAF2,PIK3R3,TRADD,SPHK1",0.0015,0,0
"184","04072_2","Phospholipase D signaling pathway","39","EGF,EGFR,RRAS2,MRAS,GAB1,SHC2,GRB2,HRAS,INS,INSR,ARF1,KIT,ARF6,KRAS,RHOA,SHC4,KITLG,NRAS,PDGFA,PDGFB,PDGFRA,PDGFRB,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,SHC3,PLD1,PLD2,PDGFC,PTPN11,RRAS,SHC1,SOS1,SOS2,PDGFD,PIK3R3,GAB2",0.0015,0,0
"185","04072_6","Phospholipase D signaling pathway","53","LPAR6,RAPGEF3,RAPGEF4,AGTR1,LPAR1,F2R,PTK2B,RRAS2,PLCB1,PIP5K1C,LPAR3,MTOR,CYTH4,GNA12,LPAR4,GRM1,GRM2,GRM3,GRM4,GRM5,GRM6,GRM7,GRM8,CXCR1,CXCR2,ARF1,ARF6,RHOA,PLCB2,PLCB3,PLCB4,PLCG1,PLCG2,PLD1,PLD2,AVPR1A,AVPR1B,AVPR2,PRKCA,SPHK2,LPAR5,PTGFR,RAF1,RALA,RALB,RRAS,PIP5K1A,PIP5K1B,SPHK1,LPAR2,CYTH3,CYTH2,CYTH1",0.0015,0,0
"186","04072_8","Phospholipase D signaling pathway","49","LPAR6,RAPGEF3,GNA13,ADCY1,ADCY2,ADCY3,RAPGEF4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,AGTR1,LPAR1,ADCY4,F2R,PTK2B,PLCB1,LPAR3,GNA12,GNAS,LPAR4,GRM1,GRM2,GRM3,GRM4,GRM5,GRM6,GRM7,GRM8,CXCL8,CXCR1,CXCR2,RHOA,PLCB2,PLCB3,PLCB4,PLCG1,PLCG2,PLD1,PLD2,AVP,AVPR1A,AVPR1B,AVPR2,PRKCA,LPAR5,PTGFR,LPAR2",0.0015,0,0
"187","04072_9","Phospholipase D signaling pathway","43","AKT3,RAPGEF3,RAPGEF4,AKT1,AKT2,PTK2B,RRAS2,PLCB1,PIP5K1C,MTOR,CYTH4,ARF1,ARF6,RHOA,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCB2,PLCB3,PLCB4,PLCG1,PLCG2,PLD1,PLD2,PRKCA,MAP2K1,MAP2K2,SPHK2,RAF1,RALA,RALB,RALGDS,RHEB,RRAS,PIP5K1A,PIP5K1B,PIK3R3,SPHK1,CYTH3,CYTH2,CYTH1",0.0015,0,0
"188","04110_3","Cell cycle","55","CDK2,CDK4,CDK6,CDK7,CDKN1A,CDKN1B,CDKN1C,CDKN2A,CDKN2B,CDKN2C,CDKN2D,GADD45G,CHEK1,CHEK2,CREBBP,GADD45A,E2F1,E2F2,E2F3,EP300,SFN,GSK3B,SMAD2,SMAD3,SMAD4,MDM2,MYC,GADD45B,ATM,PCNA,ATR,PRKDC,RB1,RBL1,RBL2,CCND1,SKP1,SKP2,TFDP1,TFDP2,TGFB1,TGFB2,TGFB3,TP53,CUL1,CCNA2,CCNA1,CCND2,CCND3,CCNE1,CCNH,CCNE2,CDC6,CDC25A,RBX1",0.0015,0,0
"189","04110_4","Cell cycle","19","CDK2,DBF4,ORC6,ORC3,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,ORC1,ORC2,ORC4,ORC5,CDC7,CDC45,CCNA2,CCNA1,CDC6",0.0015,0,0
"190","04110_6","Cell cycle","39","ANAPC10,GADD45G,YWHAQ,CHEK1,CHEK2,GADD45A,CDC26,ANAPC13,SFN,ANAPC2,ANAPC4,GADD45B,WEE2,FZR1,ANAPC5,ANAPC7,ANAPC11,PLK1,ANAPC1,TP53,WEE1,YWHAB,YWHAE,YWHAG,YWHAH,YWHAZ,CCNB3,CDC14B,CDC14A,CDC23,CDC16,CCNB1,PKMYT1,CCNB2,CDK1,CDC20,CDC25B,CDC25C,CDC27",0.0015,0,0
"191","04110_8","Cell cycle","27","STAG1,ANAPC10,MAD2L2,STAG2,PTTG2,CDC26,ANAPC13,SMC1B,ANAPC2,ANAPC4,MAD2L1,FZR1,ANAPC5,ANAPC7,ANAPC11,RAD21,ANAPC1,BUB1B,SMC1A,CDC23,CDC16,SMC3,BUB3,PTTG1,ESPL1,CDC20,CDC27",0.0015,0,0
"192","04110_9","Cell cycle","36","CDK4,CDK6,CDK7,CDKN1A,ANAPC10,CHEK1,CHEK2,CDC26,ANAPC13,ANAPC2,ANAPC4,ATM,WEE2,PCNA,FZR1,ANAPC5,ANAPC7,ANAPC11,PLK1,ATR,RB1,ANAPC1,TP53,WEE1,CCNB3,CDC23,CDC16,CCNB1,CCNH,PKMYT1,CCNB2,CDK1,CDC25A,CDC25B,CDC25C,CDC27",0.0015,0,0
"193","04114_1","Oocyte meiosis","14","MAD2L2,SGO1,RPS6KA6,MAD2L1,MOS,MAPK1,MAPK3,MAP2K1,RPS6KA1,RPS6KA2,RPS6KA3,BUB1,PKMYT1,CDK1",0.0015,0,0
"194","04114_3","Oocyte meiosis","52","CDK2,ANAPC10,MAD2L2,PTTG2,CALML6,FBXW11,CDC26,ANAPC13,FBXO43,ANAPC2,ANAPC4,ITPR1,ITPR2,ITPR3,MAD2L1,ANAPC5,ANAPC7,ANAPC11,CALML5,PLK1,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,ANAPC1,SKP1,CALM1,CALM2,CALM3,CALML3,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CUL1,CDC23,CDC16,CCNB1,BTRC,CCNE1,CCNE2,CALML4,PTTG1,CDK1,CDC20,CDC27,RBX1",0.0015,0,0
"195","04114_4","Oocyte meiosis","51","SPDYE2B,SPDYE18,CDK2,ANAPC10,PTTG2,YWHAQ,CPEB2,CPEB3,SPDYA,CDC26,ANAPC13,FBXO5,SPDYE1,FBXO43,ANAPC2,ANAPC4,SPDYC,SPDYE4,SPDYE3,SPDYE2,SPDYE5,ANAPC5,ANAPC7,ANAPC11,PLK1,PPP1CA,PPP1CB,PPP1CC,PRKACA,PRKACB,PRKACG,MAPK12,CPEB1,ANAPC1,AURKA,SPDYE6,YWHAB,YWHAE,YWHAG,YWHAH,YWHAZ,CPEB4,CDC23,CDC16,CCNB2,PTTG1,SLK,CDK1,CDC20,CDC25C,CDC27",0.0015,0,0
"196","04114_5","Oocyte meiosis","39","ANAPC10,ADCY1,ADCY2,ADCY3,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,CPEB2,ADCY4,CPEB3,CDC26,ANAPC13,ANAPC2,ANAPC4,IGF1R,AR,ANAPC5,ANAPC7,ANAPC11,PGR,PLK1,PRKACA,PRKACB,PRKACG,CPEB1,ANAPC1,AURKA,CPEB4,CDC23,CDC16,PKMYT1,CCNB2,SLK,CDK1,CDC20,CDC25C,CDC27",0.0015,0,0
"197","04114_6","Oocyte meiosis","29","ANAPC10,PTTG2,CPEB2,CPEB3,FBXW11,CDC26,ANAPC13,FBXO43,ANAPC2,ANAPC4,ANAPC5,ANAPC7,ANAPC11,CPEB1,ANAPC1,SKP1,CPEB4,CUL1,CDC23,CDC16,BTRC,CCNB2,PTTG1,ESPL1,SLK,CDC20,CDC25C,CDC27,RBX1",0.0015,0,0
"198","04114_14","Oocyte meiosis","29","ANAPC10,MAD2L2,PTTG2,SGO1,CDC26,ANAPC13,ANAPC2,ANAPC4,MAD2L1,ANAPC5,ANAPC7,ANAPC11,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,ANAPC1,BUB1,CDC23,CDC16,PTTG1,ESPL1,CDC27,REC8",0.0015,0,0
"199","04115_1","p53 signaling pathway","63","CDK2,CDK4,CDK6,CDKN1A,CDKN2A,GADD45G,CHEK1,CHEK2,SESN3,DDB2,GADD45A,RCHY1,BBC3,SESN1,SFN,IGF1,IGFBP3,FAS,CD82,MDM2,MDM4,GADD45B,ATM,RRM2B,SERPINE1,SHISA5,GTSE1,SERPINB5,PMAIP1,CYCS,ATR,STEAP3,PIDD1,RPRM,PTEN,ADGRB1,BAX,CCND1,RRM2,TP53AIP1,PERP,COP1,ZMAT3,SIAH1,THBS1,TP53,TP73,TSC2,SESN2,CASP8,PPM1D,TNFRSF10B,CCNB1,CCND2,CCND3,CCNE1,CCNG1,CCNG2,CCNB2,CCNE2,EI24,TP53I3,CDK1",0.0015,0,0
"200","04122_1","Sulfur relay system","5","MOCS3,MPST,TST,URM1,NFS1",0.0015,0,0
"201","04130_2","SNARE interactions in vesicular transport","5","BET1,BET1L,STX5,SEC22B,GOSR2",0.0015,0,0
"202","04130_3","SNARE interactions in vesicular transport","5","VTI1B,YKT6,VTI1A,STX7,STX8",0.0015,0,0
"203","04130_4","SNARE interactions in vesicular transport","5","STX6,VTI1B,VTI1A,VAMP4,STX16,STX10",0.0015,0,0
"204","04137_2","Mitophagy - animal","31","OPTN,CALCOCO2,CITED2,GABARAP,GABARAPL2,FUNDC1,CSNK2A1,CSNK2A2,CSNK2B,E2F1,PGAM5,GABARAPL1,BCL2L13,TBK1,HIF1A,RAB7B,NBR1,FIS1,RELA,BCL2L1,TBC1D15,BNIP3,BNIP3L,SP1,SRC,TP53,RAB7A,TBC1D17,ULK1,SQSTM1,TAX1BP1",0.0015,0,0
"205","04137_4","Mitophagy - animal","18","GABARAP,GABARAPL2,FUNDC1,E2F1,PGAM5,GABARAPL1,HIF1A,PRKN,TOMM7,RHOT1,RELA,BCL2L1,PINK1,BNIP3,UBB,BECN1,RHOT2,MFN2",0.0015,0,0
"206","04137_5","Mitophagy - animal","24","ATG9B,JUN,MITF,ATF4,PRKN,TOMM7,RHOT1,AMBRA1,MFN1,MAPK8,MAPK9,MAPK10,BCL2L1,PINK1,TFE3,UBB,ATG9A,TFEB,BECN1,RHOT2,USP8,EIF2AK3,ATG5,MFN2",0.0015,0,0
"207","04137_6","Mitophagy - animal","26","OPTN,CALCOCO2,GABARAP,GABARAPL2,FUNDC1,E2F1,PGAM5,RRAS2,MRAS,GABARAPL1,BCL2L13,HIF1A,HRAS,KRAS,NBR1,NRAS,RELA,BCL2L1,RRAS,TBC1D15,PINK1,BNIP3,BNIP3L,TBC1D17,SQSTM1,TAX1BP1",0.0015,0,0
"208","04140_5","Autophagy - animal","27","AKT3,CAMKK2,AKT1,AKT2,MTOR,HIF1A,PDPK1,DDIT4,PRKAA1,PRKAA2,PRKACA,PRKACB,PRKACG,MAPK1,MAPK3,MAP2K1,MAP2K2,RPTOR,RHEB,MLST8,DEPTOR,BNIP3,STK11,MAP3K7,TSC1,TSC2,AKT1S1",0.0015,0,0
"209","04140_8","Autophagy - animal","34","AKT3,AKT1,AKT2,RRAS2,MRAS,MTOR,HRAS,IGF1R,INS,IRS1,KRAS,NRAS,PDPK1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PRKAA1,PRKAA2,PTEN,RPTOR,RHEB,RPS6KB1,RPS6KB2,RRAS,MLST8,DEPTOR,TSC1,TSC2,AKT1S1,IRS4,PIK3R3,IRS2",0.0015,0,0
"210","04140_9","Autophagy - animal","37","AKT3,RRAGB,RRAGA,AKT1,AKT2,MTOR,IGBP1,IGF1R,INS,IRS1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PRKAA1,PRKAA2,PRKACA,PRKACB,PRKACG,RPTOR,RRAGD,RHEB,RPS6KB1,RPS6KB2,RRAGC,MLST8,DEPTOR,TSC1,TSC2,ULK1,AKT1S1,IRS4,PIK3R3,IRS2,ULK2,ATG13",0.0015,0,0
"211","04140_11","Autophagy - animal","53","RRAGB,RRAGA,GABARAP,GABARAPL2,DAPK1,DAPK3,ATG14,ATG2A,DAPK2,GABARAPL1,MTOR,WIPI2,ATG9B,NRBF2,HMGB1,IGBP1,ITPR1,PIK3C3,STX17,ATG16L1,WIPI1,ATG2B,PPP2CA,PPP2CB,PRKAA1,AMBRA1,PRKAA2,PRKACA,PRKACB,PRKACG,RPTOR,TP53INP2,RRAGD,BCL2,BCL2L1,RHEB,ATG101,RPS6KB1,RPS6KB2,RRAGC,MLST8,DEPTOR,TRAF6,UVRAG,ATG9A,VMP1,ULK1,AKT1S1,BECN1,ATG16L2,ULK2,ATG13,RB1CC1",0.0015,0,0
"212","04140_13","Autophagy - animal","34","AKT3,RRAGB,CAMKK2,RRAGA,GABARAP,GABARAPL2,PRAP1,AKT1,AKT2,GABARAPL1,MTOR,IGBP1,DDIT4,PRKAA1,PRKAA2,PRKACA,PRKACB,PRKACG,MAPK1,MAPK3,RPTOR,RRAGD,RHEB,RPS6KB1,RPS6KB2,RRAGC,STK11,MAP3K7,TSC1,TSC2,ULK1,AKT1S1,ULK2,ATG13",0.0015,0,0
"213","04140_14","Autophagy - animal","24","MTOR,HIF1A,DDIT4,PRKACA,PRKACB,PRKACG,MAPK8,MAPK9,MAPK10,BAD,RPTOR,BCL2,BCL2L1,RHEB,MLST8,DEPTOR,BNIP3,TSC1,TSC2,ULK1,AKT1S1,BECN1,ULK2,ATG13",0.0015,0,0
"214","04140_15","Autophagy - animal","54","RRAGB,ATG7,CAMKK2,RRAGA,GABARAP,GABARAPL2,ATG4A,ATG14,ATG2A,ATG4B,GABARAPL1,MTOR,ATG9B,IGBP1,ATG16L1,ATG2B,PPP2CA,PPP2CB,PRKAA1,AMBRA1,PRKAA2,PRKACA,PRKACB,PRKACG,PRKCQ,RPTOR,TP53INP2,RRAGD,RHEB,ATG101,RPS6KB1,RPS6KB2,RRAGC,MLST8,ATG3,DEPTOR,STK11,MAP3K7,TRAF6,TSC1,TSC2,ATG9A,VMP1,ULK1,AKT1S1,ATG4C,ATG4D,BECN1,ATG16L2,ATG12,ATG5,ULK2,ATG13,RB1CC1",0.0015,0,0
"215","04140_20","Autophagy - animal","10","ATG7,GABARAP,GABARAPL2,EIF2S1,GABARAPL1,EIF2AK4,ATG10,ATG12,EIF2AK3,ATG5",0.0015,0,0
"216","04141_1","Protein processing in endoplasmic reticulum","15","ATF6B,DDIT3,EIF2S1,ERN1,ATF6,PPP1R15A,EIF2AK1,EIF2AK4,ATF4,NFE2L2,EIF2AK2,BCL2,WFS1,XBP1,EIF2AK3",0.0015,0,0
"217","04141_3","Protein processing in endoplasmic reticulum","6","CASP12,BAK1,BAX,BCL2,CAPN1,CAPN2",0.0015,0,0
"218","04141_4","Protein processing in endoplasmic reticulum","6","SVIP,NPLOC4,NSFL1C,UFD1,VCP,UBXN6",0.0015,0,0
"219","04141_5","Protein processing in endoplasmic reticulum","12","PREB,SEC24B,SEC23B,SEC23A,SEC24A,SEC31A,SEC31B,SAR1B,SAR1A,SEC13,SEC24C,SEC24D",0.0015,0,0
"220","04144_2","Endocytosis","29","RNF41,WWP1,EGFR,EPS15,FGFR3,FGFR2,FGFR4,EPN2,NEDD4L,CBLC,EPN1,SH3KBP1,IGF1R,MDM2,NEDD4,SH3GLB1,PDGFRA,EPN3,SH3GLB2,SMURF1,EPS15L1,SH3GL1,SH3GL2,SH3GL3,SMURF2,TRAF6,ITCH,CBL,CBLB",0.0015,0,0
"221","04144_5","Endocytosis","7","PDCD6IP,CHMP4B,CHMP4A,MVB12B,CHMP7,CHMP4C,MVB12A",0.0015,0,0
"222","04144_6","Endocytosis","8","CHMP2B,VPS4A,CHMP2A,CHMP1A,CHMP5,VTA1,CHMP1B,VPS4B",0.0015,0,0
"223","04144_7","Endocytosis","10","EHD1,VPS45,RAB11FIP2,RAB11FIP5,EHD3,RAB4A,RBSN,RAB11FIP1,RAB11A,RAB11B",0.0015,0,0
"224","04145_2","Phagosome","27","TUBA1B,TUBB3,TUBB4A,TUBB4B,TUBA3E,TUBA3D,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI2,TUBB,RAB7B,TUBB8,TUBB2B,DYNC1LI1,TUBA8,TUBA4A,TUBA3C,TUBB2A,TUBA1A,RAB7A,DYNC2H1,TUBAL3,TUBB1,RILP,TUBB6,TUBA1C",0.0015,0,0
"225","04146_1","Peroxisome","5","PEX5L,PEX7,PEX13,PEX14,PEX5",0.0015,0,0
"226","04150_10","mTOR signaling pathway","36","RRAGB,LAMTOR5,NPRL2,RRAGA,ATP6V1G3,SLC38A9,FLCN,RNF152,ATP6V1C2,LAMTOR2,LAMTOR4,ATP6V1D,ATP6V1H,ATP6V1A,ATP6V1B1,ATP6V1B2,ATP6V1C1,ATP6V1E1,ATP6V1G2,MIOS,LAMTOR1,FNIP2,RRAGD,SEC13,RRAGC,SKP2,WDR59,NPRL3,SEH1L,WDR24,LAMTOR3,ATP6V1E2,ATP6V1F,ATP6V1G1,FNIP1,DEPDC5",0.0015,0,0
"227","04150_11","mTOR signaling pathway","31","AKT3,CHUK,DVL1,DVL2,DVL3,AKT1,AKT2,RPS6KA6,GSK3B,IKBKB,TBC1D7,PDPK1,CAB39,DDIT4,STRADB,PRKAA1,PRKAA2,MAPK1,MAPK3,MAP2K1,MAP2K2,RHEB,RPS6KA1,RPS6KA2,RPS6KA3,STK11,TNFRSF1A,TSC1,TSC2,CAB39L,AKT1S1,STRADA",0.0015,0,0
"228","04150_15","mTOR signaling pathway","15","AKT3,CHUK,AKT1,AKT2,MTOR,TBC1D7,PDPK1,RPTOR,MLST8,DEPTOR,TSC1,TSC2,AKT1S1,TTI1,TELO2",0.0015,0,0
"229","04150_16","mTOR signaling pathway","30","AKT3,CHUK,AKT1,AKT2,MTOR,RPS6KA6,GSK3B,IKBKB,TBC1D7,PDPK1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,DDIT4,PRKAA1,PRKAA2,MAPK1,MAPK3,PTEN,RPTOR,RHEB,RPS6KA1,RPS6KA2,RPS6KA3,TSC1,TSC2,AKT1S1,PIK3R3",0.0015,0,0
"230","04150_17","mTOR signaling pathway","8","MTOR,RICTOR,PRR5,MLST8,DEPTOR,MAPKAP1,TTI1,TELO2",0.0015,0,0
"231","04150_19","mTOR signaling pathway","33","AKT3,FZD10,DVL1,DVL2,DVL3,AKT1,AKT2,FZD2,RPS6KA6,GSK3B,IKBKB,LRP6,LRP5,TBC1D7,DDIT4,PRKAA1,PRKAA2,MAPK1,MAPK3,RHEB,RPS6KA1,RPS6KA2,RPS6KA3,TSC1,TSC2,FZD5,FZD3,FZD1,FZD4,FZD6,FZD7,FZD8,FZD9",0.0015,0,0
"232","04152_6","AMPK signaling pathway","69","AKT3,CREB3,CAMKK2,CFTR,RAB10,PPARGC1A,CREB1,ADRA1A,CREB3L4,EEF2,EIF4EBP1,ELAVL1,CRTC2,AKT1,AKT2,FASN,TBC1D1,MLYCD,MTOR,EEF2K,GYS1,GYS2,ACACA,HMGCR,ACACB,LIPE,RAB8A,PCK1,PCK2,PRKAG2,RAB14,CAB39,PFKFB1,PFKFB2,PFKFB3,PFKFB4,PRKAG3,PPARG,STRADB,PRKAA1,PRKAA2,PRKAB1,PRKAB2,PRKAG1,RPTOR,RAB2A,CCND1,RHEB,RPS6KB1,RPS6KB2,SCD,CREB3L2,SREBF1,STK11,MAP3K7,TSC1,TSC2,SCD5,CAB39L,ULK1,AKT1S1,CREB3L3,CCNA2,CCNA1,CREB3L1,RAB11B,STRADA,CD36,CREB5",0.0015,0,0
"233","04210_1","Apoptosis","23","AKT3,GADD45G,CHUK,GADD45A,AKT1,AKT2,BIRC2,BIRC3,XIAP,BIRC5,IKBKB,GADD45B,NFKB1,NFKBIA,PTPN13,BCL2A1,RELA,BCL2L1,TRAF1,TRAF2,IKBKG,CFLAR,MAP3K14",0.0015,0,0
"234","04210_3","Apoptosis","15","BBC3,APAF1,FAS,ATM,PMAIP1,PIDD1,BAK1,BAX,BID,TP53AIP1,TP53,TNFRSF10D,TNFRSF10C,TNFRSF10B,TNFRSF10A",0.0015,0,0
"235","04210_4","Apoptosis","20","AKT3,CHUK,AKT1,AKT2,IKBKB,NFKBIA,PDPK1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,MAPK8,MAPK9,MAPK10,BAD,BCL2,PIK3R3,IKBKG,MAP3K14",0.0015,0,0
"236","04210_5","Apoptosis","38","BCL2L11,CTSC,CTSB,CTSD,CTSH,CTSK,CTSL,CTSV,CTSO,CTSS,CTSW,CTSZ,DDIT3,BBC3,HTRA2,GZMB,BIRC2,BIRC3,XIAP,BIRC5,PMAIP1,SEPT4,PIDD1,MAPK8,MAPK9,MAPK10,DIABLO,BAD,BAK1,BAX,BCL2,BCL2L1,BID,CASP2,CASP3,CASP7,CASP9,CTSF",0.0015,0,0
"237","04210_7","Apoptosis","56","PARP2,PARP3,CASP12,TUBA1B,CTSC,TUBA3E,TUBA3D,PARP1,PARP4,CTSB,CTSD,CTSH,CTSK,CTSL,CTSV,CTSO,CTSS,CTSW,CTSZ,DFFA,HTRA2,GZMB,APAF1,BIRC2,BIRC3,XIAP,BIRC5,LMNA,LMNB1,MCL1,TUBA8,SEPT4,CYCS,DIABLO,ACTB,BID,SPTA1,SPTAN1,ACTG1,TUBA4A,TUBA3C,TUBA1A,TUBAL3,CAPN1,CAPN2,CASP3,CASP6,CASP7,CASP8,CASP9,TUBA1C,LMNB2,TRADD,CTSF,FADD,CFLAR",0.0015,0,0
"238","04210_12","Apoptosis","13","GZMB,TNF,TNFRSF1A,TRAF2,CASP3,CASP6,CASP7,CASP8,CASP10,TRADD,RIPK1,FADD,CFLAR",0.0015,0,0
"239","04210_18","Apoptosis","11","DAB2IP,MAP3K5,TNF,TNFRSF1A,TRAF2,CASP8,CASP10,TRADD,RIPK1,FADD,MAP3K14",0.0015,0,0
"240","04210_19","Apoptosis","39","AKT3,BCL2L11,CTSC,CTSB,CTSD,CTSH,CTSK,CTSL,CTSV,CTSO,CTSS,CTSW,CTSZ,DAB2IP,DAXX,DDIT3,AKT1,AKT2,ERN1,FOS,BBC3,FAS,FASLG,JUN,MAP3K5,PMAIP1,MAPK8,MAPK9,MAPK10,BAD,BAK1,BAX,BCL2,BCL2L1,BID,TP53,TRAF2,CTSF,HRK",0.0015,0,0
